"","englishname","latinname","speciesgroup","year","distance","yrtot","yr.maxday","yrtot.back","yrtot.fin"
"1","Bearded vulture","Gypaetus barbatus","Rare",2021,"Interior",1,1,0,1
"2","Black kite","Milvus migrans","Buzzards & Kites",2008,"Coast",17455,3919,0,17455
"3","Black kite","Milvus migrans","Buzzards & Kites",2008,"Foothills",21549,3655,0,21549
"4","Black kite","Milvus migrans","Buzzards & Kites",2008,"Interior",19547,3229,0,19547
"5","Black kite","Milvus migrans","Buzzards & Kites",2009,"Coast",12823,2790,0,12823
"6","Black kite","Milvus migrans","Buzzards & Kites",2009,"Foothills",28763,6400,0,28763
"7","Black kite","Milvus migrans","Buzzards & Kites",2009,"Interior",24859,5116,0,24859
"8","Black kite","Milvus migrans","Buzzards & Kites",2010,"Coast",26333,4189,0,26333
"9","Black kite","Milvus migrans","Buzzards & Kites",2010,"Foothills",17771,2637,0,17771
"10","Black kite","Milvus migrans","Buzzards & Kites",2010,"Interior",22137,4074,0,22137
"11","Black kite","Milvus migrans","Buzzards & Kites",2011,"Coast",29637,4517,0,29637
"12","Black kite","Milvus migrans","Buzzards & Kites",2011,"Foothills",26409,2306,0,26409
"13","Black kite","Milvus migrans","Buzzards & Kites",2011,"Interior",24160,3412,0,24160
"14","Black kite","Milvus migrans","Buzzards & Kites",2012,"Coast",44083,6317,0,44083
"15","Black kite","Milvus migrans","Buzzards & Kites",2012,"Foothills",38787,2759,0,38787
"16","Black kite","Milvus migrans","Buzzards & Kites",2012,"Interior",20256,2105,0,20256
"17","Black kite","Milvus migrans","Buzzards & Kites",2013,"Coast",32350,4440,9,32341
"18","Black kite","Milvus migrans","Buzzards & Kites",2013,"Foothills",28282,3146,1,28281
"19","Black kite","Milvus migrans","Buzzards & Kites",2013,"Interior",43742,6121,0,43742
"20","Black kite","Milvus migrans","Buzzards & Kites",2014,"Coast",30477,4798,7,30470
"21","Black kite","Milvus migrans","Buzzards & Kites",2014,"Foothills",37884,5557,52,37832
"22","Black kite","Milvus migrans","Buzzards & Kites",2014,"Interior",36308,5204,0,36308
"23","Black kite","Milvus migrans","Buzzards & Kites",2015,"Coast",41984,9944,3,41981
"24","Black kite","Milvus migrans","Buzzards & Kites",2015,"Foothills",55277,12335,0,55277
"25","Black kite","Milvus migrans","Buzzards & Kites",2015,"Interior",21259,1697,1,21258
"26","Black kite","Milvus migrans","Buzzards & Kites",2016,"Coast",54781,12949,1,54780
"27","Black kite","Milvus migrans","Buzzards & Kites",2016,"Foothills",61613,9173,3,61610
"28","Black kite","Milvus migrans","Buzzards & Kites",2016,"Interior",47029,17896,1,47028
"29","Black kite","Milvus migrans","Buzzards & Kites",2017,"Coast",80850,11357,7,80843
"30","Black kite","Milvus migrans","Buzzards & Kites",2017,"Foothills",55649,4729,0,55649
"31","Black kite","Milvus migrans","Buzzards & Kites",2017,"Interior",22662,2416,0,22662
"32","Black kite","Milvus migrans","Buzzards & Kites",2018,"Coast",75640,18724,8,75632
"33","Black kite","Milvus migrans","Buzzards & Kites",2018,"Foothills",44473,4853,0,44473
"34","Black kite","Milvus migrans","Buzzards & Kites",2018,"Interior",28964,3149,1,28963
"35","Black kite","Milvus migrans","Buzzards & Kites",2019,"Coast",90181,7900,16,90165
"36","Black kite","Milvus migrans","Buzzards & Kites",2019,"Foothills",95372,10500,0,95372
"37","Black kite","Milvus migrans","Buzzards & Kites",2019,"Interior",37015,4624,0,37015
"38","Black kite","Milvus migrans","Buzzards & Kites",2021,"Coast",179194,27475,10,179184
"39","Black kite","Milvus migrans","Buzzards & Kites",2021,"Foothills",63392,9508,0,63392
"40","Black kite","Milvus migrans","Buzzards & Kites",2021,"Interior",39708,5979,0,39708
"41","Black kite","Milvus migrans","Buzzards & Kites",2022,"Coast",18902,9603,0,18902
"42","Black kite","Milvus migrans","Buzzards & Kites",2022,"Foothills",24656,10332,0,24656
"43","Black kite","Milvus migrans","Buzzards & Kites",2022,"Interior",41231,21251,0,41231
"44","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2008,"Coast",129,41,0,129
"45","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2008,"Foothills",344,60,0,344
"46","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2008,"Interior",620,229,0,620
"47","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2009,"Coast",231,79,0,231
"48","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2009,"Foothills",450,183,0,450
"49","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2009,"Interior",479,117,0,479
"50","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2010,"Coast",204,54,0,204
"51","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2010,"Foothills",266,72,0,266
"52","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2010,"Interior",410,80,0,410
"53","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2011,"Coast",112,29,0,112
"54","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2011,"Foothills",313,40,0,313
"55","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2011,"Interior",567,89,0,567
"56","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2012,"Coast",179,42,0,179
"57","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2012,"Foothills",528,63,0,528
"58","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2012,"Interior",596,91,0,596
"59","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2013,"Coast",368,73,1,367
"60","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2013,"Foothills",536,94,0,536
"61","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2013,"Interior",579,96,0,579
"62","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2014,"Coast",113,28,1,112
"63","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2014,"Foothills",351,72,0,351
"64","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2014,"Interior",1001,219,0,1001
"65","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2015,"Coast",110,12,1,109
"66","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2015,"Foothills",528,59,1,527
"67","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2015,"Interior",622,125,0,622
"68","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2016,"Coast",179,39,1,178
"69","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2016,"Foothills",367,61,0,367
"70","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2016,"Interior",654,145,0,654
"71","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2017,"Coast",207,46,5,202
"72","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2017,"Foothills",589,132,0,589
"73","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2017,"Interior",623,121,1,622
"74","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2018,"Coast",375,83,0,375
"75","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2018,"Foothills",709,242,0,709
"76","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2018,"Interior",666,150,1,665
"77","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2019,"Coast",198,48,4,194
"78","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2019,"Foothills",719,72,0,719
"79","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2019,"Interior",626,168,0,626
"80","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2021,"Coast",395,152,2,393
"81","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2021,"Foothills",850,245,0,850
"82","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2021,"Interior",658,128,0,658
"83","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2022,"Coast",36,12,6,30
"84","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2022,"Foothills",45,9,0,45
"85","Black stork","Ciconia negra","Cranes, Storks & Pelicans",2022,"Interior",57,21,1,56
"86","Black vulture","Aegypius monachus","Rare",2008,"Interior",1,1,0,1
"87","Black vulture","Aegypius monachus","Rare",2011,"Foothills",1,1,0,1
"88","Black vulture","Aegypius monachus","Rare",2012,"Foothills",1,1,0,1
"89","Black vulture","Aegypius monachus","Rare",2015,"Foothills",1,1,0,1
"90","Black vulture","Aegypius monachus","Rare",2017,"Interior",1,1,0,1
"91","Black vulture","Aegypius monachus","Rare",2019,"Foothills",1,1,0,1
"92","Black vulture","Aegypius monachus","Rare",2021,"Foothills",1,1,0,1
"93","Black-winged kite","Elanus caeruleus","Rare",2019,"Coast",1,1,0,1
"94","Booted eagle","Hieraaetus pennatus","Eagles",2008,"Coast",1617,196,0,1617
"95","Booted eagle","Hieraaetus pennatus","Eagles",2008,"Foothills",925,60,0,925
"96","Booted eagle","Hieraaetus pennatus","Eagles",2008,"Interior",845,53,0,845
"97","Booted eagle","Hieraaetus pennatus","Eagles",2009,"Coast",2516,682,0,2516
"98","Booted eagle","Hieraaetus pennatus","Eagles",2009,"Foothills",1234,257,0,1234
"99","Booted eagle","Hieraaetus pennatus","Eagles",2009,"Interior",838,212,0,838
"100","Booted eagle","Hieraaetus pennatus","Eagles",2010,"Coast",2796,736,0,2796
"101","Booted eagle","Hieraaetus pennatus","Eagles",2010,"Foothills",857,69,0,857
"102","Booted eagle","Hieraaetus pennatus","Eagles",2010,"Interior",1012,174,0,1012
"103","Booted eagle","Hieraaetus pennatus","Eagles",2011,"Coast",3979,492,0,3979
"104","Booted eagle","Hieraaetus pennatus","Eagles",2011,"Foothills",1455,119,0,1455
"105","Booted eagle","Hieraaetus pennatus","Eagles",2011,"Interior",1063,81,1,1062
"106","Booted eagle","Hieraaetus pennatus","Eagles",2012,"Coast",4615,500,0,4615
"107","Booted eagle","Hieraaetus pennatus","Eagles",2012,"Foothills",1479,121,0,1479
"108","Booted eagle","Hieraaetus pennatus","Eagles",2012,"Interior",913,161,0,913
"109","Booted eagle","Hieraaetus pennatus","Eagles",2013,"Coast",2656,377,0,2656
"110","Booted eagle","Hieraaetus pennatus","Eagles",2013,"Foothills",1620,135,1,1619
"111","Booted eagle","Hieraaetus pennatus","Eagles",2013,"Interior",1874,238,0,1874
"112","Booted eagle","Hieraaetus pennatus","Eagles",2014,"Coast",3712,453,0,3712
"113","Booted eagle","Hieraaetus pennatus","Eagles",2014,"Foothills",1396,332,0,1396
"114","Booted eagle","Hieraaetus pennatus","Eagles",2014,"Interior",1035,121,0,1035
"115","Booted eagle","Hieraaetus pennatus","Eagles",2015,"Coast",4075,507,2,4073
"116","Booted eagle","Hieraaetus pennatus","Eagles",2015,"Foothills",1519,154,0,1519
"117","Booted eagle","Hieraaetus pennatus","Eagles",2015,"Interior",1045,212,1,1044
"118","Booted eagle","Hieraaetus pennatus","Eagles",2016,"Coast",3893,597,1,3892
"119","Booted eagle","Hieraaetus pennatus","Eagles",2016,"Foothills",2212,192,0,2212
"120","Booted eagle","Hieraaetus pennatus","Eagles",2016,"Interior",1265,151,1,1264
"121","Booted eagle","Hieraaetus pennatus","Eagles",2017,"Coast",4912,471,2,4910
"122","Booted eagle","Hieraaetus pennatus","Eagles",2017,"Foothills",1408,132,1,1407
"123","Booted eagle","Hieraaetus pennatus","Eagles",2017,"Interior",494,50,1,493
"124","Booted eagle","Hieraaetus pennatus","Eagles",2018,"Coast",3251,560,5,3246
"125","Booted eagle","Hieraaetus pennatus","Eagles",2018,"Foothills",1317,212,0,1317
"126","Booted eagle","Hieraaetus pennatus","Eagles",2018,"Interior",620,74,0,620
"127","Booted eagle","Hieraaetus pennatus","Eagles",2019,"Coast",4012,349,0,4012
"128","Booted eagle","Hieraaetus pennatus","Eagles",2019,"Foothills",1930,171,0,1930
"129","Booted eagle","Hieraaetus pennatus","Eagles",2019,"Interior",1115,101,0,1115
"130","Booted eagle","Hieraaetus pennatus","Eagles",2021,"Coast",5039,770,1,5038
"131","Booted eagle","Hieraaetus pennatus","Eagles",2021,"Foothills",1756,177,1,1755
"132","Booted eagle","Hieraaetus pennatus","Eagles",2021,"Interior",1010,121,0,1010
"133","Booted eagle","Hieraaetus pennatus","Eagles",2022,"Coast",593,159,1,592
"134","Booted eagle","Hieraaetus pennatus","Eagles",2022,"Foothills",635,113,0,635
"135","Booted eagle","Hieraaetus pennatus","Eagles",2022,"Interior",798,201,0,798
"136","buzzard spec","Buteo/Pernis","Buzzards & Kites",2008,"Coast",3086,1151,0,3086
"137","buzzard spec","Buteo/Pernis","Buzzards & Kites",2008,"Foothills",592,268,0,592
"138","buzzard spec","Buteo/Pernis","Buzzards & Kites",2008,"Interior",18004,5320,0,18004
"139","buzzard spec","Buteo/Pernis","Buzzards & Kites",2009,"Coast",5380,3954,0,5380
"140","buzzard spec","Buteo/Pernis","Buzzards & Kites",2009,"Foothills",17869,8819,0,17869
"141","buzzard spec","Buteo/Pernis","Buzzards & Kites",2009,"Interior",59967,13263,0,59967
"142","buzzard spec","Buteo/Pernis","Buzzards & Kites",2010,"Coast",182,182,0,182
"143","buzzard spec","Buteo/Pernis","Buzzards & Kites",2010,"Interior",239,179,0,239
"144","buzzard spec","Buteo/Pernis","Buzzards & Kites",2011,"Coast",1,1,0,1
"145","buzzard spec","Buteo/Pernis","Buzzards & Kites",2011,"Foothills",310,302,0,310
"146","buzzard spec","Buteo/Pernis","Buzzards & Kites",2011,"Interior",1743,660,0,1743
"147","buzzard spec","Buteo/Pernis","Buzzards & Kites",2012,"Coast",19,11,0,19
"148","buzzard spec","Buteo/Pernis","Buzzards & Kites",2012,"Foothills",35,18,5,30
"149","buzzard spec","Buteo/Pernis","Buzzards & Kites",2012,"Interior",124,73,0,124
"150","buzzard spec","Buteo/Pernis","Buzzards & Kites",2013,"Coast",2,1,0,2
"151","buzzard spec","Buteo/Pernis","Buzzards & Kites",2013,"Foothills",153,150,0,153
"152","buzzard spec","Buteo/Pernis","Buzzards & Kites",2013,"Interior",29,24,0,29
"153","buzzard spec","Buteo/Pernis","Buzzards & Kites",2014,"Coast",18,10,0,18
"154","buzzard spec","Buteo/Pernis","Buzzards & Kites",2014,"Foothills",49,37,0,49
"155","buzzard spec","Buteo/Pernis","Buzzards & Kites",2014,"Interior",150,150,0,150
"156","buzzard spec","Buteo/Pernis","Buzzards & Kites",2016,"Foothills",763,702,0,763
"157","buzzard spec","Buteo/Pernis","Buzzards & Kites",2016,"Interior",989,479,0,989
"158","buzzard spec","Buteo/Pernis","Buzzards & Kites",2018,"Coast",1913,1515,0,1913
"159","buzzard spec","Buteo/Pernis","Buzzards & Kites",2018,"Foothills",5957,1856,0,5957
"160","buzzard spec","Buteo/Pernis","Buzzards & Kites",2018,"Interior",7751,4408,0,7751
"161","buzzard spec","Buteo/Pernis","Buzzards & Kites",2019,"Coast",39,26,0,39
"162","buzzard spec","Buteo/Pernis","Buzzards & Kites",2019,"Foothills",331,140,0,331
"163","buzzard spec","Buteo/Pernis","Buzzards & Kites",2019,"Interior",6317,3704,0,6317
"164","buzzard spec","Buteo/Pernis","Buzzards & Kites",2021,"Coast",3,2,0,3
"165","buzzard spec","Buteo/Pernis","Buzzards & Kites",2021,"Foothills",2,1,0,2
"166","buzzard spec","Buteo/Pernis","Buzzards & Kites",2021,"Interior",62,58,0,62
"167","buzzard spec","Buteo/Pernis","Buzzards & Kites",2022,"Foothills",0,0,1,-1
"168","buzzard spec","Buteo/Pernis","Buzzards & Kites",2022,"Interior",2,2,0,2
"169","Common buzzard","Buteo buteo","Buzzards & Kites",2008,"Foothills",1,1,0,1
"170","Common buzzard","Buteo buteo","Buzzards & Kites",2008,"Interior",2,1,0,2
"171","Common buzzard","Buteo buteo","Buzzards & Kites",2009,"Foothills",2,2,0,2
"172","Common buzzard","Buteo buteo","Buzzards & Kites",2009,"Interior",8,3,0,8
"173","Common buzzard","Buteo buteo","Buzzards & Kites",2012,"Coast",8,4,0,8
"174","Common buzzard","Buteo buteo","Buzzards & Kites",2012,"Foothills",3,1,0,3
"175","Common buzzard","Buteo buteo","Buzzards & Kites",2012,"Interior",5,2,0,5
"176","Common buzzard","Buteo buteo","Buzzards & Kites",2013,"Coast",1,1,0,1
"177","Common buzzard","Buteo buteo","Buzzards & Kites",2013,"Foothills",7,3,0,7
"178","Common buzzard","Buteo buteo","Buzzards & Kites",2013,"Interior",6,2,0,6
"179","Common buzzard","Buteo buteo","Buzzards & Kites",2014,"Coast",1,1,0,1
"180","Common buzzard","Buteo buteo","Buzzards & Kites",2014,"Foothills",1,1,0,1
"181","Common buzzard","Buteo buteo","Buzzards & Kites",2014,"Interior",6,2,0,6
"182","Common buzzard","Buteo buteo","Buzzards & Kites",2015,"Coast",6,4,0,6
"183","Common buzzard","Buteo buteo","Buzzards & Kites",2015,"Foothills",2,2,0,2
"184","Common buzzard","Buteo buteo","Buzzards & Kites",2015,"Interior",11,3,0,11
"185","Common buzzard","Buteo buteo","Buzzards & Kites",2016,"Coast",3,1,0,3
"186","Common buzzard","Buteo buteo","Buzzards & Kites",2016,"Foothills",10,2,0,10
"187","Common buzzard","Buteo buteo","Buzzards & Kites",2016,"Interior",4,1,0,4
"188","Common buzzard","Buteo buteo","Buzzards & Kites",2017,"Coast",5,3,0,5
"189","Common buzzard","Buteo buteo","Buzzards & Kites",2017,"Foothills",2,1,0,2
"190","Common buzzard","Buteo buteo","Buzzards & Kites",2017,"Interior",1,1,0,1
"191","Common buzzard","Buteo buteo","Buzzards & Kites",2018,"Coast",2,1,0,2
"192","Common buzzard","Buteo buteo","Buzzards & Kites",2018,"Foothills",1,1,0,1
"193","Common buzzard","Buteo buteo","Buzzards & Kites",2018,"Interior",5,1,0,5
"194","Common buzzard","Buteo buteo","Buzzards & Kites",2019,"Coast",1,1,1,0
"195","Common buzzard","Buteo buteo","Buzzards & Kites",2019,"Foothills",6,3,0,6
"196","Common buzzard","Buteo buteo","Buzzards & Kites",2019,"Interior",6,2,0,6
"197","Common buzzard","Buteo buteo","Buzzards & Kites",2021,"Coast",2,1,0,2
"198","Common buzzard","Buteo buteo","Buzzards & Kites",2021,"Foothills",3,1,0,3
"199","Common buzzard","Buteo buteo","Buzzards & Kites",2021,"Interior",6,2,0,6
"200","Common kestrel","Falco tinnunculus","Falcons",2008,"Coast",14,6,0,14
"201","Common kestrel","Falco tinnunculus","Falcons",2008,"Foothills",9,2,0,9
"202","Common kestrel","Falco tinnunculus","Falcons",2008,"Interior",17,4,0,17
"203","Common kestrel","Falco tinnunculus","Falcons",2009,"Coast",131,42,0,131
"204","Common kestrel","Falco tinnunculus","Falcons",2009,"Foothills",16,5,0,16
"205","Common kestrel","Falco tinnunculus","Falcons",2009,"Interior",26,5,0,26
"206","Common/Lesser kestrel","F. tinnunculus/naumanni","Falcons",2008,"Coast",191,56,0,191
"207","Common/Lesser kestrel","F. tinnunculus/naumanni","Falcons",2008,"Foothills",90,17,0,90
"208","Common/Lesser kestrel","F. tinnunculus/naumanni","Falcons",2008,"Interior",97,17,0,97
"209","Common/Lesser kestrel","F. tinnunculus/naumanni","Falcons",2009,"Coast",224,65,0,224
"210","Common/Lesser kestrel","F. tinnunculus/naumanni","Falcons",2009,"Foothills",78,34,0,78
"211","Common/Lesser kestrel","F. tinnunculus/naumanni","Falcons",2009,"Interior",78,23,0,78
"212","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2009,"Coast",2,1,0,2
"213","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2010,"Foothills",1,1,0,1
"214","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2010,"Interior",3,2,0,3
"215","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2011,"Coast",1,1,0,1
"216","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2011,"Foothills",2,1,0,2
"217","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2011,"Interior",5,1,0,5
"218","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2012,"Coast",4,2,0,4
"219","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2012,"Foothills",3,2,0,3
"220","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2012,"Interior",5,2,0,5
"221","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2013,"Coast",9,3,0,9
"222","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2013,"Foothills",12,2,0,12
"223","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2013,"Interior",17,5,0,17
"224","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2014,"Coast",6,2,0,6
"225","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2014,"Foothills",3,1,0,3
"226","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2014,"Interior",10,2,0,10
"227","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2015,"Coast",10,4,0,10
"228","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2015,"Foothills",6,1,0,6
"229","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2015,"Interior",11,2,0,11
"230","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2016,"Coast",4,1,0,4
"231","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2016,"Foothills",3,2,0,3
"232","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2016,"Interior",3,1,0,3
"233","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2017,"Coast",6,2,0,6
"234","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2017,"Foothills",2,1,0,2
"235","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2017,"Interior",5,1,0,5
"236","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2018,"Coast",5,1,0,5
"237","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2018,"Foothills",2,1,0,2
"238","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2018,"Interior",2,1,0,2
"239","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2019,"Coast",10,3,0,10
"240","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2019,"Foothills",5,2,0,5
"241","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2019,"Interior",12,2,0,12
"242","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2021,"Coast",16,6,0,16
"243","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2021,"Foothills",6,1,0,6
"244","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2021,"Interior",21,5,0,21
"245","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2022,"Coast",6,4,0,6
"246","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2022,"Foothills",3,1,0,3
"247","Crested honey buzzard","Pernis ptilorhynchus","Buzzards & Kites",2022,"Interior",7,3,0,7
"248","eagle spec","Aquila/Clanga","Eagles",2008,"Coast",375,125,0,375
"249","eagle spec","Aquila/Clanga","Eagles",2008,"Foothills",485,172,0,485
"250","eagle spec","Aquila/Clanga","Eagles",2008,"Interior",821,137,0,821
"251","eagle spec","Aquila/Clanga","Eagles",2009,"Coast",63,31,0,63
"252","eagle spec","Aquila/Clanga","Eagles",2009,"Foothills",580,102,0,580
"253","eagle spec","Aquila/Clanga","Eagles",2009,"Interior",1923,708,0,1923
"254","eagle spec","Aquila/Clanga","Eagles",2010,"Coast",590,267,0,590
"255","eagle spec","Aquila/Clanga","Eagles",2010,"Foothills",845,314,0,845
"256","eagle spec","Aquila/Clanga","Eagles",2010,"Interior",1781,699,0,1781
"257","eagle spec","Aquila/Clanga","Eagles",2011,"Coast",1013,691,0,1013
"258","eagle spec","Aquila/Clanga","Eagles",2011,"Foothills",721,258,0,721
"259","eagle spec","Aquila/Clanga","Eagles",2011,"Interior",912,308,0,912
"260","eagle spec","Aquila/Clanga","Eagles",2012,"Coast",108,41,0,108
"261","eagle spec","Aquila/Clanga","Eagles",2012,"Foothills",1071,371,0,1071
"262","eagle spec","Aquila/Clanga","Eagles",2012,"Interior",1224,240,0,1224
"263","eagle spec","Aquila/Clanga","Eagles",2013,"Coast",703,524,0,703
"264","eagle spec","Aquila/Clanga","Eagles",2013,"Foothills",1968,1246,0,1968
"265","eagle spec","Aquila/Clanga","Eagles",2013,"Interior",3775,1676,0,3775
"266","eagle spec","Aquila/Clanga","Eagles",2014,"Coast",4389,4214,0,4389
"267","eagle spec","Aquila/Clanga","Eagles",2014,"Foothills",1241,597,0,1241
"268","eagle spec","Aquila/Clanga","Eagles",2014,"Interior",1626,536,0,1626
"269","eagle spec","Aquila/Clanga","Eagles",2015,"Coast",323,96,0,323
"270","eagle spec","Aquila/Clanga","Eagles",2015,"Foothills",1098,260,0,1098
"271","eagle spec","Aquila/Clanga","Eagles",2015,"Interior",997,223,1,996
"272","eagle spec","Aquila/Clanga","Eagles",2016,"Coast",167,93,0,167
"273","eagle spec","Aquila/Clanga","Eagles",2016,"Foothills",351,81,0,351
"274","eagle spec","Aquila/Clanga","Eagles",2016,"Interior",1464,366,0,1464
"275","eagle spec","Aquila/Clanga","Eagles",2017,"Coast",1736,972,2,1734
"276","eagle spec","Aquila/Clanga","Eagles",2017,"Foothills",602,331,0,602
"277","eagle spec","Aquila/Clanga","Eagles",2017,"Interior",1079,305,0,1079
"278","eagle spec","Aquila/Clanga","Eagles",2018,"Coast",1938,964,0,1938
"279","eagle spec","Aquila/Clanga","Eagles",2018,"Foothills",1421,218,0,1421
"280","eagle spec","Aquila/Clanga","Eagles",2018,"Interior",1984,342,1,1983
"281","eagle spec","Aquila/Clanga","Eagles",2019,"Coast",489,344,0,489
"282","eagle spec","Aquila/Clanga","Eagles",2019,"Foothills",1638,900,0,1638
"283","eagle spec","Aquila/Clanga","Eagles",2019,"Interior",2954,848,1,2953
"284","eagle spec","Aquila/Clanga","Eagles",2021,"Coast",1613,726,1,1612
"285","eagle spec","Aquila/Clanga","Eagles",2021,"Foothills",2487,484,0,2487
"286","eagle spec","Aquila/Clanga","Eagles",2021,"Interior",5222,2721,0,5222
"287","eagle spec","Aquila/Clanga","Eagles",2022,"Coast",1,1,0,1
"288","eagle spec","Aquila/Clanga","Eagles",2022,"Foothills",5,2,0,5
"289","eagle spec","Aquila/Clanga","Eagles",2022,"Interior",41,23,0,41
"290","Egyptian vulture","Neophron percnopterus","Rare",2008,"Coast",2,1,0,2
"291","Egyptian vulture","Neophron percnopterus","Rare",2008,"Foothills",6,2,0,6
"292","Egyptian vulture","Neophron percnopterus","Rare",2008,"Interior",4,1,0,4
"293","Egyptian vulture","Neophron percnopterus","Rare",2009,"Coast",3,1,0,3
"294","Egyptian vulture","Neophron percnopterus","Rare",2009,"Foothills",3,1,0,3
"295","Egyptian vulture","Neophron percnopterus","Rare",2009,"Interior",5,2,0,5
"296","Egyptian vulture","Neophron percnopterus","Rare",2010,"Coast",2,1,0,2
"297","Egyptian vulture","Neophron percnopterus","Rare",2010,"Foothills",3,1,0,3
"298","Egyptian vulture","Neophron percnopterus","Rare",2010,"Interior",9,3,0,9
"299","Egyptian vulture","Neophron percnopterus","Rare",2011,"Coast",11,2,0,11
"300","Egyptian vulture","Neophron percnopterus","Rare",2011,"Foothills",11,2,0,11
"301","Egyptian vulture","Neophron percnopterus","Rare",2011,"Interior",18,3,0,18
"302","Egyptian vulture","Neophron percnopterus","Rare",2012,"Coast",3,2,0,3
"303","Egyptian vulture","Neophron percnopterus","Rare",2012,"Foothills",12,2,0,12
"304","Egyptian vulture","Neophron percnopterus","Rare",2012,"Interior",10,2,0,10
"305","Egyptian vulture","Neophron percnopterus","Rare",2013,"Coast",9,2,0,9
